City,Metro,County,State,Population Rank,Average Rental Cost
Berkeley,New York,Ocean,NJ,2008,1656.8
Franklin,,Macon,NC,2009,919.16
Hays,Hays,Ellis,KS,2010,1123.01
Cottonwood,Prescott,Yavapai,AZ,2011,1047.11
Washington,Detroit,Macomb,MI,2012,1852.42
Ridgeland,Jackson,Madison,MS,2013,1280.8
Berea,Richmond,Madison,KY,2014,889.09
Town of Marshfield,Boston,Plymouth,MA,2015,1908
Batavia,Chicago,Kane,IL,2016,1932.82
Bastrop,Austin,Bastrop,TX,2017,1270.27
Smithtown,New York,Suffolk,NY,2018,2499.84
The Crossings,Miami-Fort Lauderdale,Miami-Dade,FL,2019,1686.49
Smithfield,Raleigh,Johnston,NC,2020,942.86
Central Point,Medford,Jackson,OR,2021,1145.89
Dahlonega,,Lumpkin,GA,2022,1117.64
Albemarle,Albemarle,Stanly,NC,2023,873.19
Lisle,Chicago,Du Page,IL,2024,1762
Nogales,Nogales,Santa Cruz,AZ,2025,904.89
Vineyard,Sacramento,Sacramento,CA,2026,1565.23
Chelmsford,Boston,Middlesex,MA,2027,2052
Maple Heights,Cleveland,Cuyahoga,OH,2028,901.97
Franklin Square,New York,Nassau,NY,2029,2493.95
Candler-Mcafee,Atlanta,Dekalb,GA,2030,891.09
Wyandotte,Detroit,Wayne,MI,2031,909.97
Belmont,Boston,Middlesex,MA,2032,2643.66
Deming,Deming,Luna,NM,2033,891.81
Webster Groves,St. Louis,Saint Louis,MO,2034,1464.86
Mount Vernon,Mount Vernon,Jefferson,IL,2035,1112.6
Coral Terrace,Miami-Fort Lauderdale,Miami-Dade,FL,2036,1969.22
Powhatan,Richmond,Powhatan,VA,2037,1433.54
Oildale,Bakersfield,Kern,CA,2038,984.36
Somerset,New York,Somerset,NJ,2039,1960.54
Avon Park,Sebring,Highlands,FL,2040,810.03
Candler,Asheville,Buncombe,NC,2041,1201.68
Paragould,Paragould,Greene,AR,2042,826.58
Princeton,Miami-Fort Lauderdale,Miami-Dade,FL,2043,1545.88
Cranford,New York,Union,NJ,2044,1913.93
Georgetown,Georgetown,Georgetown,SC,2045,1121.62
Ferndale,Detroit,Oakland,MI,2046,1094.73
Seymour,Seymour,Jackson,IN,2047,944.22
De Witt,Syracuse,Onondaga,NY,2048,1598.95
Glendale Heights,Chicago,Du Page,IL,2049,1486.31
Maple Valley,Seattle,King,WA,2050,1866.45
University Park,Dallas-Fort Worth,Dallas,TX,2051,7142.43
Flowery Branch,Gainesville,Hall,GA,2052,1232.09
Suisun City,Vallejo,Solano,CA,2053,1636.76
Geneva,Chicago,Kane,IL,2054,2145.55
Schertz,San Antonio,Guadalupe,TX,2055,1402.16
Colleyville,Dallas-Fort Worth,Tarrant,TX,2056,3361.95
Weatherford,Dallas-Fort Worth,Parker,TX,2057,1217.05
Village of Palmetto Bay,Miami-Fort Lauderdale,Miami-Dade,FL,2058,2638.73
Inman,Spartanburg,Spartanburg,SC,2059,1079.8
Crosby,Houston,Harris,TX,2060,1332.07
Crawfordsville,Crawfordsville,Montgomery,IN,2061,983.34
South Portland,Portland,Cumberland,ME,2062,1526.61
Tredyffrin,Philadelphia,Chester,PA,2063,2798.91
Carteret,New York,Middlesex,NJ,2064,1788.42
Garden City,New York,Nassau,NY,2065,3470.49
Groveton,Washington,Fairfax,VA,2066,2155.53
Ponchatoula,Hammond,Tangipahoa,LA,2067,1237.81
Dickson,Nashville,Dickson,TN,2068,970.03
Rosemont,Sacramento,Sacramento,CA,2069,1318.84
Westchase,Tampa,Hillsborough,FL,2070,1836.43
Harvey,Chicago,Cook,IL,2071,1193.93
Roanoke Rapids,Roanoke Rapids,Halifax,NC,2072,852.66
Guilford,New Haven,New Haven,CT,2073,1899.91
Crown Point,Chicago,Lake,IN,2074,1426.78
Rockville Centre,New York,Nassau,NY,2075,2759.57
Hudson,Akron,Summit,OH,2076,2308.78
Pottstown,Philadelphia,Montgomery,PA,2077,1177.92
Evergreen,Denver,Jefferson,CO,2078,2247.43
Cedar City,Cedar City,Iron,UT,2079,952.65
Olmsted Falls,Cleveland,Cuyahoga,OH,2080,1301.47
Chowchilla,Madera,Madera,CA,2081,1060.03
Greater Landover,Washington,Prince Georges,MD,2082,1558.39
Wilmington,Boston,Middlesex,MA,2083,2148.89
Hamtramck,Detroit,Wayne,MI,2084,778.86
Leesville,Fort Polk South,Vernon,LA,2085,1157.88
Summit,New York,Union,NJ,2086,3397.97
Town of Batavia,Batavia,Genesee,NY,2087,1301.32
Morris Township,New York,Morris,NJ,2088,2762.81
Acton,Boston,Middlesex,MA,2089,2410.68
Bourbonnais,Kankakee,Kankakee,IL,2090,1401.18
Willoughby,Cleveland,Lake,OH,2091,1136.19
Eden,,Rockingham,NC,2092,747.31
Yucca Valley,Riverside,San Bernardino,CA,2093,1005.43
Raritan Township,New York,Hunterdon,NJ,2094,2355.92
Watauga,Dallas-Fort Worth,Tarrant,TX,2095,1155.19
Rosemount,Minneapolis-St Paul,Dakota,MN,2096,1581.5
Danville,Danville,Boyle,KY,2097,1011
Richmond Hill,Savannah,Bryan,GA,2098,1533.53
Mccandless Township,Pittsburgh,Allegheny,PA,2099,1625.62
Sterling,Sterling,Whiteside,IL,2100,1200.12
Peru,Peru,Miami,IN,2101,720.82
Soledad,Salinas,Monterey,CA,2102,1581.66
Fenton Township,Flint,Genesee,MI,2103,1056.47
Crystal,Minneapolis-St Paul,Hennepin,MN,2104,1352.18
Seneca,Seneca,Oconee,SC,2105,1029.66
Lockport,Chicago,Will,IL,2106,1614.78
Blue Island,Chicago,Cook,IL,2107,1303.09
Canton,Boston,Norfolk,MA,2108,2242.39
Woodburn,Salem,Marion,OR,2109,1113.5
Plainfield,Indianapolis,Hendricks,IN,2110,1250.99
Willmar,Willmar,Kandiyohi,MN,2111,1210.67
Stony Brook,New York,Suffolk,NY,2112,2468.34
Wexford,Pittsburgh,Allegheny,PA,2113,2347.2
Norton Shores,Muskegon,Muskegon,MI,2114,870.61
Saginaw,Dallas-Fort Worth,Tarrant,TX,2115,1262.91
Darien,Chicago,Du Page,IL,2116,1849.04
Huntley,Chicago,McHenry,IL,2117,1711.03
East Fishkill,New York,Dutchess,NY,2118,2047.28
Round Lake Beach,Chicago,Lake,IL,2119,1275.08
Versailles,Lexington,Woodford,KY,2120,1252.14
Brenham,Brenham,Washington,TX,2121,1329.07
Florence,Phoenix,Pinal,AZ,2122,947.18
North Plainfield,New York,Somerset,NJ,2123,1927.05
Easton,Easton,Talbot,MD,2124,1527.24
Winchester,Boston,Middlesex,MA,2125,2850.96
Douglas,Sierra Vista,Cochise,AZ,2126,812.65
Wall Township,New York,Monmouth,NJ,2127,2246.65
Coldwater,Coldwater,Branch,MI,2128,959.19
Hialeah Gardens,Miami-Fort Lauderdale,Miami-Dade,FL,2129,1609.89
Mira Loma,Riverside,Riverside,CA,2130,1816.18
Guthrie,Oklahoma City,Logan,OK,2131,920.35
Beltsville,Washington,Prince Georges,MD,2132,1876.51
Prichard,Mobile,Mobile,AL,2133,720.84
Princeton,Trenton,Mercer,NJ,2134,4061.41
Benicia,Vallejo,Solano,CA,2135,2294.81
Galloway,Columbus,Franklin,OH,2136,1305.12
Forest Grove,Portland,Washington,OR,2137,1408.72
Baldwin Township,Pittsburgh,Allegheny,PA,2138,1029.54
New Brighton,Minneapolis-St Paul,Ramsey,MN,2139,1470
Crofton,Baltimore,Anne Arundel,MD,2140,1977.91
Horn Lake,Memphis,DeSoto,MS,2141,889.88
Dyersburg,Dyersburg,Dyer,TN,2142,788.54
Westmont,Chicago,Du Page,IL,2143,1722.12
Brownwood,Brownwood,Brown,TX,2144,921.69
Cudahy,Los Angeles,Los Angeles,CA,2145,1814.36
Ephrata Township,Lancaster,Lancaster,PA,2146,983.89
Crawfordville,Tallahassee,Wakulla,FL,2147,1066.12
Alvin,Houston,Brazoria,TX,2148,1326.24
Millbrae,San Francisco,San Mateo,CA,2149,3663.09
West Deptford Township,Philadelphia,Gloucester,NJ,2150,1599.89
Greenbelt,Washington,Prince Georges,MD,2151,1637.26
Mustang,Oklahoma City,Canadian,OK,2152,1206.8
Town of Londonderry,Boston,Rockingham,NH,2153,1811.66
Lafayette,San Francisco,Contra Costa,CA,2154,4282.11
Greenburgh,New York,Westchester,NY,2155,2993.87
Champlin,Minneapolis-St Paul,Hennepin,MN,2156,1463.7
Carney,Baltimore,Baltimore,MD,2157,1636.32
Citrus Park,Tampa,Hillsborough,FL,2158,1335.41
Seaford,New York,Nassau,NY,2159,2507.52
Minnetonka,Minneapolis-St Paul,Hennepin,MN,2160,1703.78
North Tustin,Los Angeles,Orange,CA,2161,3292.23
Loma Linda,Riverside,San Bernardino,CA,2162,1765.27
Sahuarita,Tucson,Pima,AZ,2163,1149.39
Agoura Hills,Los Angeles,Los Angeles,CA,2164,3151.78
Lemont,Chicago,Cook,IL,2165,2064.09
Maryland Heights,St. Louis,Saint Louis,MO,2166,1163.51
Carol City,Miami-Fort Lauderdale,Miami-Dade,FL,2167,1610.5
Kelso,Longview,Cowlitz,WA,2168,1049.18
Beaver Dam,Beaver Dam,Dodge,WI,2169,908.93
Town of Hudson,Manchester,Hillsborough,NH,2170,1721.72
Upper Providence Township,Philadelphia,Montgomery,PA,2171,1887.69
Maplewood,New York,Essex,NJ,2172,2308.92
Prairie Village,Kansas City,Johnson,KS,2173,1519.92
Auburn Hills,Detroit,Oakland,MI,2174,1246.92
Clarence,Buffalo,Erie,NY,2175,2256.86
Avon,Cleveland,Lorain,OH,2176,1780.2
Loves Park,Rockford,Winnebago,IL,2177,1033.16
Sparta,New York,Sussex,NJ,2178,2073.8
Salmon Creek,Portland,Clark,WA,2179,1479.09
Neosho,Joplin,Newton,MO,2180,793.79
Vernon Hills,Chicago,Lake,IL,2181,1986.72
Leisure City,Miami-Fort Lauderdale,Miami-Dade,FL,2182,1346.23
Neptune,New York,Monmouth,NJ,2183,1927.08
Dawsonville,Atlanta,Dawson,GA,2184,1210.76
East Providence,Providence,Providence,RI,2185,1383.26
Warrensburg,Warrensburg,Johnson,MO,2186,996.39
Connersville,Connersville,Fayette,IN,2187,730.01
Roxboro,Durham,Person,NC,2188,921.47
Portsmouth,Boston,Rockingham,NH,2189,1783.3
New Castle,New Castle,Lawrence,PA,2190,752.09
Niceville,Crestview,Okaloosa,FL,2191,1404.41
Frankfort,Frankfort,Clinton,IN,2192,779.78
Riverside,Dayton,Montgomery,OH,2193,781.09
Dolton,Chicago,Cook,IL,2194,1259.3
Theodore,Mobile,Mobile,AL,2195,919.41
Clearfield,Ogden,Davis,UT,2196,1127.24
Cockeysville,Baltimore,Baltimore,MD,2197,1852.7
Del City,Oklahoma City,Oklahoma,OK,2198,756.8
Blythe,Riverside,Riverside,CA,2199,1289.22
Ardmore,Ardmore,Carter,OK,2200,774.01
Ludlow,Springfield,Hampden,MA,2201,1398.12
Dixon,Vallejo,Solano,CA,2202,1708.03
Town of Amsterdam,Amsterdam,Montgomery,NY,2203,1347.18
San Benito,Brownsville,Cameron,TX,2204,852.34
Pascagoula,Gulfport,Jackson,MS,2205,902.84
Jefferson Township,New York,Morris,NJ,2206,2117.54
Ferguson,St. Louis,Saint Louis,MO,2207,837.34
Elko,Elko,Elko,NV,2208,1256.3
Rolling Meadows,Chicago,Cook,IL,2209,1581.03
River Falls,Minneapolis-St Paul,Pierce,WI,2210,1298.82
Roselle,New York,Union,NJ,2211,1640.74
East Liverpool,Salem,Columbiana,OH,2212,713.53
Haymarket,Washington,Prince William,VA,2213,2543.53
Fernley,Fernley,Lyon,NV,2214,978.27
Farragut,Knoxville,Knox,TN,2215,1951.24
Mount Dora,Orlando,Lake,FL,2216,1233.84
Westford,Boston,Middlesex,MA,2217,2338.15
Fountain Hills,Phoenix,Maricopa,AZ,2218,1735.57
Onondaga,Syracuse,Onondaga,NY,2219,1629.34
Coalinga,Fresno,Fresno,CA,2220,1054.85
Bethpage,New York,Nassau,NY,2221,2515.59
Upper Macungie,Allentown,Lehigh,PA,2222,1761.69
Bloomington,Riverside,San Bernardino,CA,2223,1410.12
Rockford,Grand Rapids,Kent,MI,2224,1369.75
Jeffersontown,Louisville,Jefferson,KY,2225,1254.34
Avon,Indianapolis,Hendricks,IN,2226,1349.26
Hillside,New York,Union,NJ,2227,1671.15
Gardnerville,Gardnerville Ranchos,Douglas,NV,2228,1234.47
Gardner,Kansas City,Johnson,KS,2229,1325.64
Tullahoma,Tullahoma,Coffee,TN,2230,940.43
Ozark,Springfield,Christian,MO,2231,904.55
Town of Canandaigua,Rochester,Ontario,NY,2232,1441.15
Dartmouth,Providence,Bristol,MA,2233,1654.84
Monroe Township,Philadelphia,Gloucester,NJ,2234,1735.84
Petal,Hattiesburg,Forrest,MS,2235,1043.53
Peekskill,New York,Westchester,NY,2236,2075.64
Siloam Springs,Fayetteville,Benton,AR,2237,893.12
Hatfield Township,Philadelphia,Montgomery,PA,2238,1732.72
Montgomery Village,Washington,Montgomery,MD,2239,1701.64
Jackson,Atlanta,Butts,GA,2240,1005.92
Orchards,Portland,Clark,WA,2241,1315.54
Parma Heights,Cleveland,Cuyahoga,OH,2242,1050.91
Aberdeen,Aberdeen,Grays Harbor,WA,2243,848.08
Lino Lakes,Minneapolis-St Paul,Anoka,MN,2244,1558.69
Lyndhurst,New York,Bergen,NJ,2245,2104.19
Cleveland,,White,GA,2246,1020.76
Golden Valley,Minneapolis-St Paul,Hennepin,MN,2247,1603.31
Antioch,Chicago,Lake,IL,2248,1541.61
Vidor,Beaumont,Orange,TX,2249,1109.93
Town of Rutland,Rutland,Rutland,VT,2250,1323.01
Knightdale,Raleigh,Wake,NC,2251,1165.68
Aberdeen,Baltimore,Harford,MD,2252,1480.91
Hazlet,New York,Monmouth,NJ,2253,2017.22
Batesville,Batesville,Independence,AR,2254,846
Oxford Township,Detroit,Oakland,MI,2255,1559.18
East Ridge,Chattanooga,Hamilton,TN,2256,979.93
Stephenville,Stephenville,Erath,TX,2257,1236.95
Coronado,San Diego,San Diego,CA,2258,5178.93
South Euclid,Cleveland,Cuyahoga,OH,2259,1058.27
West Carson,Los Angeles,Los Angeles,CA,2260,2098.85
Butte,Butte,Silver Bow,MT,2261,785.91
Town of New Milford,Torrington,Litchfield,CT,2262,1617.74
College Park,Washington,Prince Georges,MD,2263,1880.39
Greater Northdale,Tampa,Hillsborough,FL,2264,1409.18
Lacey,New York,Ocean,NJ,2265,1656.04
Happy Valley,Portland,Clackamas,OR,2266,2040.28
Imperial,St. Louis,Jefferson,MO,2267,1203
Hernando,Memphis,DeSoto,MS,2268,1326.14
Spring Lake,Dunn,Harnett,NC,2269,889.3
Valley Center,San Diego,San Diego,CA,2270,2297.49
De Soto,St. Louis,Jefferson,MO,2271,973.12
The Dalles,The Dalles,Wasco,OR,2272,1146.7
Gardner,Worcester,Worcester,MA,2273,1202.65
Susanville,Susanville,Lassen,CA,2274,1206.81
Penn Township,Pittsburgh,Westmoreland,PA,2275,1004.36
Newton,Wichita,Harvey,KS,2276,906.73
Graham,Seattle,Pierce,WA,2277,1537.46
Dunn,Dunn,Harnett,NC,2278,930.61
Buckingham,Philadelphia,Bucks,PA,2279,2662.92
Powell,Knoxville,Knox,TN,2280,1069.78
Chambersburg,Chambersburg,Franklin,PA,2281,971.75
Daphne,Daphne,Baldwin,AL,2282,1260.45
Arnold,Baltimore,Anne Arundel,MD,2283,2104.41
Clarksville,Louisville,Clark,IN,2284,798.72
Town of Westerly,Providence,Washington,RI,2285,1570.08
Matteson,Chicago,Cook,IL,2286,1566.72
Columbia City,Fort Wayne,Whitley,IN,2287,1022.12
Toccoa,Toccoa,Stephens,GA,2288,922.88
Okemos,Lansing,Ingham,MI,2289,1616.12
Palisades Park,New York,Bergen,NJ,2290,2331.04
Avon Lake,Cleveland,Lorain,OH,2291,1559.64
Ocoee,Orlando,Orange,FL,2292,1316.38
Belle Glade,Miami-Fort Lauderdale,Palm Beach,FL,2293,1390.51
Arden,Asheville,Buncombe,NC,2294,1303
Homewood,Birmingham,Jefferson,AL,2295,1498.47
South El Monte,Los Angeles,Los Angeles,CA,2296,1916.8
Harrison Township,Detroit,Macomb,MI,2297,1196.36
Allendale Township,Grand Rapids,Ottawa,MI,2298,1224.56
New Canaan,Stamford,Fairfield,CT,2299,5860.49
Bentonville,Fayetteville,Benton,AR,2300,1122.77
Cloverleaf,Houston,Harris,TX,2301,1229.39
Bloomfield,Hartford,Hartford,CT,2302,1554.01
Radnor,Philadelphia,Delaware,PA,2303,3702.85
Laguna Beach,Los Angeles,Orange,CA,2304,4388.53
New Windsor,New York,Orange,NY,2305,1756.41
Hopewell Township,Trenton,Mercer,NJ,2306,2531.97
Plymouth,Plymouth,Marshall,IN,2307,1006.49
Bedford,Bedford,Lawrence,IN,2308,845.16
Seaford,Salisbury,Sussex,DE,2309,1178.92
Holly Springs,Raleigh,Wake,NC,2310,1422.07
White Center,Seattle,King,WA,2311,1552.88
Fallon,Fallon,Churchill,NV,2312,1080.11
Villa Park,Chicago,Du Page,IL,2313,1652.53
Benbrook,Dallas-Fort Worth,Tarrant,TX,2314,1301.03
Fountain,Colorado Springs,El Paso,CO,2315,1217.03
Olney,Washington,Montgomery,MD,2316,2355.76
Mount Pleasant,Mount Pleasant,Isabella,MI,2317,960.47
McKeesport,Pittsburgh,Allegheny,PA,2318,734.76
Grand Chute,Appleton,Outagamie,WI,2319,1113.25
Floresville,San Antonio,Wilson,TX,2320,1289.53
Mechanicsville,California-Lexington Park,Saint Marys,MD,2321,1564.92
Trotwood,Dayton,Montgomery,OH,2322,726.78
Radford,Blacksburg,Radford City,VA,2323,1160.32
Lomita,Los Angeles,Los Angeles,CA,2324,2291.7
Ferndale,Bellingham,Whatcom,WA,2325,1378.24
Cantonment,Pensacola,Escambia,FL,2326,1092.55
Belton,Kansas City,Cass,MO,2327,1019.43
Mayfield,Mayfield,Graves,KY,2328,781.5
Navarre,Pensacola,Santa Rosa,FL,2329,1282.81
Troutdale,Portland,Multnomah,OR,2330,1425.05
Marina,Salinas,Monterey,CA,2331,1993.46
West Saint Paul,Minneapolis-St Paul,Dakota,MN,2332,1307.66
Alton,St. Louis,Madison,IL,2333,798.81
Alpena,Alpena,Alpena,MI,2334,896.18
Grand Island,Buffalo,Erie,NY,2335,1574.35
Park Forest,Chicago,Cook,IL,2336,1284.64
La Canada Flintridge,Los Angeles,Los Angeles,CA,2337,4805.39
Bessemer,Birmingham,Jefferson,AL,2338,735.8
Weirton,Weirton,Hancock,WV,2339,832.74
Five Corners,Portland,Clark,WA,2340,1351.23
Seffner,Tampa,Hillsborough,FL,2341,1226.68
Columbia Heights,Minneapolis-St Paul,Anoka,MN,2342,1276.93
Carmel,New York,Putnam,NY,2343,2198.49
Menomonie,Menomonie,Dunn,WI,2344,1046.04
Monroe,Stamford,Fairfield,CT,2345,2189.65
Coolbaugh,East Stroudsburg,Monroe,PA,2346,1123.28
Ives Estates,Miami-Fort Lauderdale,Miami-Dade,FL,2347,1488.96
Barnegat Township,New York,Ocean,NJ,2348,1638.51
New Bern,New Bern,Craven,NC,2349,953.89
Silverdale,Bremerton,Kitsap,WA,2350,1518.73
Smiths,Auburn,Lee,AL,2351,1091.86
Hayesville,Salem,Marion,OR,2352,1139.96
New Hope,Minneapolis-St Paul,Hennepin,MN,2353,1447.46
Lynbrook,New York,Nassau,NY,2354,2432.38
King of Prussia,Philadelphia,Montgomery,PA,2355,1773.49
Cordele,Cordele,Crisp,GA,2356,927.28
Kenmore,Seattle,King,WA,2357,2012.15
Mountlake Terrace,Seattle,Snohomish,WA,2358,1521.46
Town of Brunswick,Portland,Cumberland,ME,2359,1483.19
Takoma Park,Washington,Montgomery,MD,2360,2255.39
Madison,Cleveland,Lake,OH,2361,1102.91
Affton,St. Louis,Saint Louis,MO,2362,1076.5
Rosamond,Bakersfield,Kern,CA,2363,1210.61
Darby Township,Philadelphia,Delaware,PA,2364,1050.86
Ooltewah,Chattanooga,Hamilton,TN,2365,1454.84
Roselle,Chicago,Du Page,IL,2366,1661.73
Mount Pleasant,Racine,Racine,WI,2367,1156.18
Burlington,Cincinnati,Boone,KY,2368,1216.23
Stoneham,Boston,Middlesex,MA,2369,2150.91
Clarkston,Atlanta,Dekalb,GA,2370,948.62
East Falmouth,Cape Cod,Barnstable,MA,2371,1692.35
Clinton,Ogden,Davis,UT,2372,1232.58
Baker,Baton Rouge,East Baton Rouge,LA,2373,1111.98
Broadview Heights,Cleveland,Cuyahoga,OH,2374,1597.95
Gainesville,Washington,Prince William,VA,2375,2353.78
Picayune,Picayune,Pearl River,MS,2376,993.7
Darien,Stamford,Fairfield,CT,2377,6092.97
Sunnyside,Yakima,Yakima,WA,2378,963.14
Cortland,Cortland,Cortland,NY,2379,1288.89
East Moline,Davenport,Rock Island,IL,2380,916.53
South Whitehall Township,Allentown,Lehigh,PA,2381,1513.59
Newberry,Newberry,Newberry,SC,2382,897.73
Pampa,Pampa,Gray,TX,2383,1027.69
Silver City,Silver City,Grant,NM,2384,1031.23
Norwood,Cincinnati,Hamilton,OH,2385,926.05
Ansonia,New Haven,New Haven,CT,2386,1399.51
Twinsburg,Akron,Summit,OH,2387,1479.42
Arvin,Bakersfield,Kern,CA,2388,1076.73
Estero,Fort Myers,Lee,FL,2389,1728.19
Granite Bay,Sacramento,Placer,CA,2390,2696.03
Forest,Lynchburg,Bedford,VA,2391,1308.43
Brook Park,Cleveland,Cuyahoga,OH,2392,1039.57
Ojai,Ventura,Ventura,CA,2393,2391
Wright,Crestview,Okaloosa,FL,2394,1094.27
Birmingham,Detroit,Oakland,MI,2395,2201.86
Monroe Township,Monroe,Monroe,MI,2396,949.21
Dewitt Township,Lansing,Clinton,MI,2397,1200.09
Upper Saint Clair,Pittsburgh,Allegheny,PA,2398,2153.23
Zion,Chicago,Lake,IL,2399,1272.99
Augusta,Augusta,Kennebec,ME,2400,888.58
Auburn,Auburn,De Kalb,IN,2401,1042.07
Enumclaw,Seattle,King,WA,2402,1668.51
South Saint Paul,Minneapolis-St Paul,Dakota,MN,2403,1276.46
Mayfield Heights,Cleveland,Cuyahoga,OH,2404,1191.11
Evergreen Park,Chicago,Cook,IL,2405,1444.09
Berlin,Salisbury,Worcester,MD,2406,1383.93
Saint Marys,St. Marys,Camden,GA,2407,1044.51
Little River,Myrtle Beach,Horry,SC,2408,1015.7
Sun City Center,Tampa,Hillsborough,FL,2409,1190.46
Shafter,Bakersfield,Kern,CA,2410,1159.26
Duarte,Los Angeles,Los Angeles,CA,2411,2033.88
Spanish Lake,St. Louis,Saint Louis,MO,2412,947.89
El Sobrante,San Francisco,Contra Costa,CA,2413,1993.55
Bloomingdale,Chicago,Du Page,IL,2414,1803.73
Brookfield,Chicago,Cook,IL,2415,1554.54
Fredericksburg,Fredericksburg,Gillespie,TX,2416,1611.7
Selden,New York,Suffolk,NY,2417,2292.34
Montgomery Township,New York,Somerset,NJ,2418,2984.22
Zachary,Baton Rouge,East Baton Rouge,LA,2419,1335.49
Zebulon,Raleigh,Wake,NC,2420,1067.68
Cedartown,Cedartown,Polk,GA,2421,911.7
Great Bend,Great Bend,Barton,KS,2422,768.92
Town of Bethel,Stamford,Fairfield,CT,2423,1995.72
Sunny Isles Beach,Miami-Fort Lauderdale,Miami-Dade,FL,2424,2269.8
Belmont,Charlotte,Gaston,NC,2425,1085.69
Mineola,New York,Nassau,NY,2426,2546.51
Southbury,New Haven,New Haven,CT,2427,1572.97
Hartselle,Decatur,Morgan,AL,2428,901.79
Portsmouth,Portsmouth,Scioto,OH,2429,756.62
Yankton,Yankton,Yankton,SD,2430,1118.06
Albany,San Francisco,Alameda,CA,2431,2562.57
Manchester,Tullahoma,Coffee,TN,2432,978.5
Glassboro,Philadelphia,Gloucester,NJ,2433,1631.89
Ashland,Huntington,Boyd,KY,2434,837.2
Nipomo,San Luis Obispo,San Luis Obispo,CA,2435,1896.24
Alsip,Chicago,Cook,IL,2436,1440.84
Dallas,Salem,Polk,OR,2437,1174.78
Indianola,Des Moines,Warren,IA,2438,1192.62
Woodstock,Chicago,McHenry,IL,2439,1423.42
Trenton,Detroit,Wayne,MI,2440,1100.82
Stanwood,Seattle,Snohomish,WA,2441,1629.42
Perry,Warner Robins,Houston,GA,2442,947.59
Tukwila,Seattle,King,WA,2443,1483.04
Mill Creek,Seattle,Snohomish,WA,2444,2058.34
Edgewood,Baltimore,Harford,MD,2445,1337.59
Socastee,Myrtle Beach,Horry,SC,2446,1084.78
Temple Terrace,Tampa,Hillsborough,FL,2447,1212.18
Massapequa Park,New York,Nassau,NY,2448,2527.84
Citrus Ridge,Orlando,Osceola,FL,2449,1274.12
Forest Lake,Minneapolis-St Paul,Washington,MN,2450,1468.46
Havelock,New Bern,Craven,NC,2451,951.09
Jacksonville Beach,Jacksonville,Duval,FL,2452,1510.54
East Hempfield Township,Lancaster,Lancaster,PA,2453,1341.43
Forest Park,Atlanta,Clayton,GA,2454,772.99
Las Vegas,Las Vegas,San Miguel,NM,2455,1058.12
Dumfries,Washington,Prince William,VA,2456,1938.57
Buckhannon,,Upshur,WV,2457,949.23
Franklin Park,Chicago,Cook,IL,2458,1463.15
Erlanger,Cincinnati,Kenton,KY,2459,1013.16
Foley,Daphne,Baldwin,AL,2460,1076.64
Pendleton,Hermiston-Pendleton,Umatilla,OR,2461,1046.62
Rosedale,Baltimore,Baltimore,MD,2462,1521.31
Bainbridge Island,Bremerton,Kitsap,WA,2463,2205.95
Ypsilanti,Ann Arbor,Washtenaw,MI,2464,1222.39
Cartersville,Atlanta,Bartow,GA,2465,943.84
Orange City,Daytona Beach,Volusia,FL,2466,942.78
Eastlake,Cleveland,Lake,OH,2467,1061.14
Oak Ridge,Orlando,Orange,FL,2468,1000.49
Morristown,New York,Morris,NJ,2469,2402.96
Rocky Hill,Hartford,Hartford,CT,2470,1650.27
Bensenville,Chicago,Du Page,IL,2471,1580.93
Harriman,Knoxville,Roane,TN,2472,890.5
Paducah,Paducah,McCracken,KY,2473,793.26
Windermere,Orlando,Orange,FL,2474,2092.36
American Canyon,Napa,Napa,CA,2475,2269.08
Green Valley,Tucson,Pima,AZ,2476,1119.23
Hermosa Beach,Los Angeles,Los Angeles,CA,2477,3853.92
Lexington Park,California-Lexington Park,Saint Marys,MD,2478,1481.01
Bedford,Manchester,Hillsborough,NH,2479,2403.11
Clarkston,Lewiston,Asotin,WA,2480,1194.62
Vestavia Hills,Birmingham,Jefferson,AL,2481,1744.11
Bronxville,New York,Westchester,NY,2482,3293.93
Town of Owego,Binghamton,Tioga,NY,2483,1466.59
Limerick,Philadelphia,Montgomery,PA,2484,1723.72
Kings Park,New York,Suffolk,NY,2485,2447.41
Point Pleasant,New York,Ocean,NJ,2486,1804.73
Gaines Township,Grand Rapids,Kent,MI,2487,1307.47
Mooresville,Indianapolis,Morgan,IN,2488,1143.92
Arcata,Eureka,Humboldt,CA,2489,1451.09
Cimarron Hills,Colorado Springs,El Paso,CO,2490,1184.84
Homewood,Chicago,Cook,IL,2491,1437.8
Ruskin,Tampa,Hillsborough,FL,2492,1267.39
La Crescenta-Montrose,Los Angeles,Los Angeles,CA,2493,2721.82
Los Alamitos,Los Angeles,Orange,CA,2494,2958.08
Wilton,Stamford,Fairfield,CT,2495,3715.47
Collinsville,St. Louis,Madison,IL,2496,971.31
Syosset,New York,Nassau,NY,2497,3107.62
Rocky River,Cleveland,Cuyahoga,OH,2498,1565.61
Creve Coeur,St. Louis,Saint Louis,MO,2499,2090.88
East Hill-Meridian,Seattle,King,WA,2500,1690.04
Sparta,,White,TN,2501,917.59
Athens,Athens,McMinn,TN,2502,951.72
Newport,Providence,Newport,RI,2503,1887.18
Merchantville,Philadelphia,Camden,NJ,2504,1520.55
Hampton Township,Pittsburgh,Allegheny,PA,2505,1644.31
